,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT,MEAT_TYPE
24035,979551,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,16 OZ,SEAFOOD
24063,979792,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,16 OZ,PORK
24105,980353,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,16 OZ,SEAFOOD
24109,980379,69,DELI,Private,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), ,POULTRY
24115,980443,3664,MEAT,National,BEEF,GRND/PATTY - ROUND, ,BOVINE
24128,980649,2952,MEAT,National,BEEF,FLNK/PLT/SHNK - WH/HALF, ,BOVINE
24132,980714,274,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,10.95 OZ,SEAFOOD
24167,981061,4313,MEAT,National,CHICKEN,CHICKEN LEGS/QUARTERS, ,POULTRY
24171,981086,2082,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,FRESH,16 OZ,PORK
24174,981100,3045,MEAT,National,PORK,VARIETY MEAT - CUBE/STW/STRP, ,PORK
24182,981156,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,12.1 OZ,UNKNOWN
24183,981165,914,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP EXA,12 OZ,SEAFOOD
24189,981222,1107,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,7 OZ,PORK
24213,981427,4785,MEAT,National,PORK,EXTERNAL FRESH, ,PORK
24233,981628,2779,MEAT,National,TURKEY,TURKEY WINGS, ,POULTRY
24245,981744,4786,MEAT,National,PORK,MARINATED, ,PORK
24247,981748,2823,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
24248,981753,4273,MEAT,National,TURKEY,WHOLE - HENS (15 LBS & UNDER F, ,POULTRY
24270,981941,3638,MEAT,National,TURKEY,WHOLE - TOM (16 LBS & OVER FRZ, ,POULTRY
24287,982123,3416,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
24294,982175,4300,MEAT,National,CHICKEN,CHICKEN THIGHS, ,POULTRY
24312,982299,1666,GROCERY,National,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),10.5 OZ,SEAFOOD
24362,982790,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
24375,982908,1018,MEAT,National,TURKEY,COOKED,2 LB,POULTRY
24380,982938,4854,MEAT-PCKGD,National,DINNER SAUSAGE,MARINATED, ,PORK
24384,982955,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,13.25 OZ,POULTRY
24396,983000,1007,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1LB,PORK
24397,983002,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN BRD OTHER,5.8 OZ,SEAFOOD
24399,983016,3065,MEAT,National,PORK,VARIETY MEAT - EXTERNAL, ,PORK
24401,983034,1107,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - COOKED,7 OZ,PORK
24408,983106,2209,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ,PORK
24435,983341,1138,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
24464,983579,4450,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, ,UNKNOWN
24503,983897,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,16 OZ,POULTRY
24508,983959,4150,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, ,UNKNOWN
24518,984059,3877,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
24540,984250,4283,MEAT,National,TURKEY,WHOLE - HENS (15 LBS & UNDER F, ,POULTRY
24542,984258,4335,MEAT,National,PORK,SEASONED PORK, ,PORK
24543,984263,472,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS, ,UNKNOWN
24551,984351,4480,DELI,National,CHICKEN/POULTRY,CHIX: VALUE ADDED (HOT), ,POULTRY
24556,984379,598,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,16 OZ,SEAFOOD
24574,984556,4479,DELI,National,DELI MEATS,MEAT: CHICKEN BULK, ,POULTRY
24584,984619,3425,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
24599,984715,69,GROCERY,Private,SEAFOOD - SHELF STABLE,SALMON,14.75 OZ,SEAFOOD
24635,985034,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD SHRIMP,8 OZ,SEAFOOD
24637,985055,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ,UNKNOWN
24643,985111,3454,MEAT,National,PORK,ENHANCED, ,PORK
24650,985178,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
24657,985216,3555,DELI,National,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), ,POULTRY
24673,985348,4640,MEAT,National,TURKEY,TURKEY PARTS SMOKED, ,POULTRY
24677,985367,3696,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, ,UNKNOWN
24681,985391,1089,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,5 OZ,UNKNOWN
24705,985606,4741,MEAT,National,BEEF,VARIETY MEAT - CUBE/STW/STRP, ,BOVINE
24728,985758,2970,MEAT,National,BEEF,CUBED MEATS, ,BOVINE
24754,985967,4826,MEAT,National,SMOKED MEATS,HAMS-WHOLE BONE-IN, ,PORK
24759,985999,4182,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, ,POULTRY
24785,986244,4871,MEAT,National,BACON,PREMIUM, ,PORK
24794,986339,2787,MEAT,National,TURKEY,OTHER, ,POULTRY
24829,986684,4567,DELI,National,CHICKEN/POULTRY,CHIX: VALUE ADDED (HOT), ,POULTRY
24895,987219,1858,MEAT-PCKGD,National,LUNCHMEAT,MEAT SNACKS,5.6 OZ,UNKNOWN
24901,987234,69,MEAT-PCKGD,Private,DINNER SAUSAGE,FRESH,18 OZ,PORK
24907,987311,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,11.4 OZ,SEAFOOD
24923,987464,1425,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA, ,UNKNOWN
24933,987563,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,3.5 OZ,UNKNOWN
24959,987786,2186,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,16 OZ,POULTRY
24967,987917,781,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ,UNKNOWN
24972,987979,1089,MEAT-PCKGD,National,MEAT - MISC,SNACK MEAT,9 OZ,UNKNOWN
24977,988012,1418,GROCERY,National,FRZN SEAFOOD,FRZN MISC SEAFOOD,15 OZ,SEAFOOD
24992,988153,2209,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,20 OZ,PORK
24998,988202,1094,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ,PORK
25030,988458,1719,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,12 OZ,POULTRY
25033,988508,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,12 OZ,SEAFOOD
25039,988572,69,MEAT-PCKGD,Private,LUNCHMEAT,PEPPERONI/SALAMI,16 OZ,PORK
25050,988697,1089,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,14 OZ,BOVINE
25056,988736,1094,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,16 OZ,PORK
25058,988747,3039,MEAT,National,PORK,LOIN - ROAST, ,PORK
25060,988767,4346,MEAT,National,PORK,LOIN - CHOPS BONELESS, ,PORK
25087,988984,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD WHOLE FILLETS,18.3 OZ,SEAFOOD
25094,989069,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,PORK
25096,989097,2889,MEAT,National,BEEF,RIB - STK/CHP/SLC, ,BOVINE
25112,989194,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,6 OZ,SEAFOOD
25167,989705,1334,DELI,National,DELI MEATS,MEAT: PATES/MOUSSE,5 OZ,UNKNOWN
25182,989831,3027,MEAT,National,PORK,DRY, ,PORK
25194,989982,69,GROCERY,Private,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ,UNKNOWN
25237,990461,2855,MEAT,National,BEEF,GRND/PATTY - ROUND, ,BOVINE
25272,990809,4651,MEAT,National,TURKEY,WHOLE HENS (UNDER 15LBS), ,POULTRY
25297,990999,4487,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
25326,991235,4565,DELI,National,CHICKEN/POULTRY,CHIX: VALUE ADDED (HOT), ,POULTRY
25327,991242,4316,MEAT,National,CHICKEN,CHICKEN DRUMS, ,POULTRY
25354,991511,717,GROCERY,National,SEAFOOD - SHELF STABLE,SARDINES,3.75 OZ,SEAFOOD
25355,991514,154,DELI,National,DELI MEATS,MEAT: BEEF PPK/PRESLCD,14.5 OZ,BOVINE
25379,991708,781,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ,UNKNOWN
25391,991844,213,GROCERY,National,MEAT - SHELF STABLE,POTTED MEATS AND SPREADS,3OZ,UNKNOWN
25418,992098,4734,MEAT-PCKGD,National,HEAT/SERVE,PRIME BEEF, ,BOVINE
25423,992150,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.5 OZ,SEAFOOD
25451,992380,4346,MEAT,National,PORK,LOIN - CHOPS BONELESS, ,PORK
25458,992436,2929,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
25469,992529,4173,MEAT,National,CHICKEN,CHICKEN THIGHS, ,POULTRY
25488,992749,93,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,12 OZ,UNKNOWN
25497,992826,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,16 OZ,PORK
25502,992870,1377,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7 1/4 OZ,UNKNOWN
25519,992999,69,MEAT-PCKGD,Private,BACON,ECONOMY,24 OZ,PORK
25534,993149,3028,MEAT,National,PORK,LOIN - ROAST, ,PORK
25549,993270,4780,MEAT,National,SMOKED MEATS,HAMS-SPIRAL, ,PORK
25557,993315,3324,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
25591,993618,4399,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, ,POULTRY
25594,993638,69,DELI,Private,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (HOT), ,POULTRY
25605,993703,1171,GROCERY,National,MEAT - SHELF STABLE,POTTED MEATS AND SPREADS,4.75 OZ,UNKNOWN
25615,993824,4856,MEAT-PCKGD,National,DINNER SAUSAGE,SAUSAGE, ,PORK
25631,993988,4498,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
25637,994065,3023,MEAT,National,PORK,RIBS - SPARE RIB/BACK RIB, ,PORK
25647,994163,2949,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
25675,994503,4329,MEAT,National,LAMB,RIB, ,OVINE
25695,994766,5657,SEAFOOD-PCKGD,National,SEAFOOD - MISC,DRESSINGS,15 OZ,SEAFOOD
25697,994791,1161,MEAT-PCKGD,National,MEAT - MISC,MEAT SNACKS,4 OZ,UNKNOWN
25700,994807,4299,MEAT,National,CHICKEN,CHICKEN THIGHS, ,POULTRY
25711,994920,4299,MEAT,National,CHICKEN,CHICKEN THIGHS, ,POULTRY
25726,995004,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,12.21 OZ,UNKNOWN
25762,995311,69,MEAT-PCKGD,Private,BACON,BETTER FOR YOU,12 OZ,PORK
25765,995345,3412,MEAT,National,BEEF,CORNED BEEF, ,BOVINE
25770,995408,914,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD SHRIMP,20 OZ,SEAFOOD
25774,995436,4680,MEAT,National,CHICKEN,CORNISH HEN, ,POULTRY
25780,995469,3986,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, ,POULTRY
25829,995896,781,MEAT-PCKGD,National,BACON,PREMIUM,1 LB,PORK
25833,995916,1094,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1 LB,UNKNOWN
25843,996028,4184,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
25859,996177,69,GROCERY,Private,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),2 OZ,SEAFOOD
25901,996557,2790,MEAT,National,TURKEY,TURKEY BREAST BONELESS, ,POULTRY
25913,996677,4350,MEAT,National,PORK,LOIN - CHOPS BONELESS, ,PORK
25947,996955,2972,MEAT,National,BEEF,KABOBS, ,BOVINE
25953,996984,4741,MEAT,National,BEEF,VARIETY MEAT - CUBE/STW/STRP, ,BOVINE
25954,997011,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,11 OZ,POULTRY
25970,997119,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,16 OZ,SEAFOOD
25986,997224,4654,MEAT,National,TURKEY,TURKEY PARTS SMOKED, ,POULTRY
25992,997272,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,20OZ,POULTRY
26004,997374,3658,MEAT,National,BEEF,GRND/PATTY - BEEF, ,BOVINE
26041,997712,4757,MEAT,National,PORK,MARINATED PORK, ,PORK
26050,997796,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,9 OZ,PORK
26051,997801,4780,MEAT,National,SMOKED MEATS,HAMS-HALF/PORT BONE-IN, ,PORK
26082,998055,4863,MEAT,National,SMOKED MEATS,MARINATED PORK, ,PORK
26083,998056,2049,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW SHLFSH-OTHER,16 OZ,SEAFOOD
26089,998143,2825,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
26092,998171,3845,MEAT,National,BEEF,PRIMAL, ,BOVINE
26100,998236,2209,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,19.76 OZ,PORK
26102,998239,2819,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
26140,998567,4741,MEAT,National,BEEF,VARIETY MEAT - CUBE/STW/STRP, ,BOVINE
26166,998798,1161,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,3 OZ,PORK
26179,998887,1425,MEAT-PCKGD,National,LUNCHMEAT,HAM - STEAKS/SLICES/CUBES,12 OZ,PORK
26210,999107,3040,MEAT,National,PORK,LOIN - CHOPS BONE-IN, ,PORK
26225,999217,472,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS, ,UNKNOWN
26228,999250,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), ,POULTRY
26233,999270,1425,MEAT-PCKGD,National,BACON,ECONOMY,1 LB,PORK
26234,999286,3990,MEAT,National,CHICKEN,CHICKEN THIGHS, ,POULTRY
26238,999347,4309,MEAT,National,CHICKEN,BREAST - BONE-IN, ,POULTRY
26243,999375,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,11.6 OZ,POULTRY
26247,999389,1178,GROCERY,National,SEAFOOD - SHELF STABLE,SALMON,3 OZ POUCH,SEAFOOD
26260,999581,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ,UNKNOWN
26286,999769,974,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,16 OZ,SEAFOOD
26288,999779,69,MEAT,Private,BEEF,LEAN,3 LB,BOVINE
26298,999858,2854,MEAT,National,BEEF,PRIMAL, ,BOVINE
26321,1000002,4373,DELI,National,DELI MEATS,MEAT: BEEF BULK, ,BOVINE
26368,1000378,4334,MEAT,National,PORK,STUFFED/MIXED PORK, ,PORK
26407,1000715,2857,MEAT,National,BEEF,PATTIES, ,BOVINE
26410,1000736,781,GROCERY,National,MEAT - SHELF STABLE,LUNCHEON MEAT,12 OZ,UNKNOWN
26411,1000753,2822,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
26456,1001148,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
26464,1001266,69,MEAT-PCKGD,Private,BACON,PREMIUM,12 OZ,PORK
26549,1002076,69,GROCERY,Private,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ,UNKNOWN
26551,1002097,4307,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
26579,1002418,69,MEAT-PCKGD,Private,MEAT - MISC,DRUMS (IQF),3 LB,POULTRY
26585,1002459,69,MEAT-PCKGD,Private,LUNCHMEAT,LOAVE,16 OZ,UNKNOWN
26591,1002487,3303,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
26592,1002492,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,16 OZ,POULTRY
26619,1002724,4461,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
26627,1002787,1216,MEAT-PCKGD,National,FROZEN MEAT,BEEF - FULLY COOKED,42 OZ,BOVINE
26630,1002829,3627,MEAT,National,TURKEY,BREAST - BONE-IN (FRZ), ,POULTRY
26634,1002848,69,SEAFOOD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,7.5 OZ,SEAFOOD
26635,1002850,2082,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,12 OZ,PORK
26640,1002910,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,12.8 OZ,BOVINE
26647,1002980,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,6 OZ,POULTRY
26695,1003364,4724,MEAT,National,BEEF,GRND/PATTY - CHUCK, ,BOVINE
26696,1003379,3421,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
26699,1003422,2925,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
26711,1003516,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,19.51 OZ,UNKNOWN
26721,1003611,3418,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
26728,1003649,781,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,6 OZ,PORK
26730,1003665,3350,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
26748,1003774,1161,MEAT-PCKGD,National,MEAT - MISC,MEAT SNACKS,1 OZ,UNKNOWN
26750,1003788,4860,MEAT-PCKGD,National,DINNER SAUSAGE,GROUND PORK, ,PORK
26768,1003943,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,1 LB,PORK
26784,1004058,3063,MEAT,National,PORK,VARIETY MEAT - EXTERNAL, ,PORK
26787,1004097,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
26788,1004114,2819,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
26820,1004420,1089,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,5 OZ,UNKNOWN
26840,1004613,2806,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
26862,1004867,4470,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
26868,1004899,3035,MEAT,National,PORK,LOIN - CHOPS BONE-IN, ,PORK
26892,1005149,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,12 OZ,SEAFOOD
26906,1005303,3032,MEAT,National,PORK,RIBS - COUNTRY/WESTERN STYLE, ,PORK
27025,1006438,1377,GROCERY,National,MEAT - SHELF STABLE,MICROWAVABLE CUPS,7.5 OZ,UNKNOWN
27049,1006626,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,2.0 OZ,UNKNOWN
27079,1006884,318,MEAT,National,SMOKED MEATS,HAMS-DRY CURED/COUNTRY,12 OZ,PORK
27086,1006911,3848,MEAT,National,BEEF,NATURAL, ,BOVINE
27095,1007044,1216,MEAT-PCKGD,National,MEAT - MISC,GRND/PATTY - FROZEN,160 OZ,UNKNOWN
27109,1007168,1719,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,14 OZ,PORK
27128,1007285,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), ,POULTRY
27163,1007530,921,GROCERY,National,MEAT - SHELF STABLE,CHUNK MEATS - ALL,7 OZ,UNKNOWN
27168,1007579,2856,MEAT,National,BEEF,PRIMAL, ,BOVINE
27177,1007667,2941,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
27193,1007805,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB,PORK
27212,1008006,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.4 OZ,UNKNOWN
27246,1008324,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,12.25 OZ,POULTRY
27249,1008343,1230,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ,PORK
27256,1008400,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,3 LB,SEAFOOD
27268,1008531,274,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,18.1 OZ,SEAFOOD
27271,1008546,2186,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,2 OZ,UNKNOWN
27299,1008736,69,DELI,Private,CHICKEN/POULTRY,CHIX: CHICKEN DINNERS/SNACKS H, ,POULTRY
27320,1008859,3863,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, ,UNKNOWN
27345,1009086,3055,MEAT,National,PORK,LOIN - CHOPS BONELESS, ,PORK
27347,1009099,3034,MEAT,National,PORK,LOIN - CHOPS BONELESS, ,PORK
27368,1009321,3013,MEAT,National,PORK,SHLDR - STK/CHP/SLC, ,PORK
27417,1009831,1018,MEAT,National,TURKEY,TURKEY GRND/PTTY,16 OZ,POULTRY
27421,1009850,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,2LBS,UNKNOWN
27441,1010051,1769,MEAT-PCKGD,National,FROZEN MEAT,SEASONED POULTRY,12 OZ,POULTRY
27446,1010099,2792,MEAT,National,TURKEY,BREAST - BONELESS, ,POULTRY
27453,1010153,2911,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
27467,1010214,1066,MEAT-PCKGD,National,BACON,FLAVORED/OTHER,16 OZ,PORK
27472,1010259,2090,DELI,National,DELI MEATS,MEAT: TURKEY PPK/PRESLC,8 OZ,POULTRY
27481,1010315,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,9 OZ,POULTRY
27503,1010573,2831,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
27515,1010690,5599,GROCERY,National,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),6 OZ,SEAFOOD
27518,1010715,2986,MEAT,National,VEAL,CHUCK/SHOULDER, ,BOVINE
27520,1010718,1161,MEAT-PCKGD,National,MEAT - MISC,PEPPERONI/SALAMI,12 OZ,PORK
27521,1010724,4651,MEAT,National,TURKEY,WHOLE HENS (UNDER 15LBS), ,POULTRY
27522,1010727,2848,MEAT,National,BEEF,GRND/PATTY - BEEF, ,BOVINE
27524,1010733,4780,MEAT,National,PORK,STUFFED/MIXED PORK, ,PORK
27586,1011328,3049,MEAT,National,PORK,LOIN - ROAST, ,PORK
27633,1011809,2219,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,16 OZ,PORK
27649,1011974,2782,MEAT,National,TURKEY,TURKEY DRUMS, ,POULTRY
27674,1012243,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,10 OZ,BOVINE
27688,1012315,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,16.2 OZ,POULTRY
27701,1012406,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-BRD SHRIMP,6 OZ,SEAFOOD
27712,1012514,3060,MEAT,National,BEEF,RIBS, ,BOVINE
27716,1012525,3845,MEAT,National,BEEF,PRIMAL, ,BOVINE
27723,1012587,69,MEAT-PCKGD,Private,MEAT - MISC,GRND/PATTY - FROZEN,3 LB,UNKNOWN
27737,1012701,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,11.5 OZ,POULTRY
27751,1012851,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,10.6 OZ,SEAFOOD
27761,1012922,665,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB,PORK
27773,1013082,4663,MEAT,National,TURKEY,TURKEY GRND/PTTY, ,POULTRY
27786,1013167,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,9 OZ,POULTRY
27803,1013307,80,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD WHOLE FILLETS,8 OZ,SEAFOOD
27805,1013318,3001,MEAT,National,LAMB,THIN MEATS, ,OVINE
27813,1013389,5226,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,16    OZ,UNKNOWN
27867,1013807,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,13.25 OZ,POULTRY
27869,1013826,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,12 OZ,POULTRY
27871,1013841,4041,MEAT,National,PORK,ENHANCED, ,PORK
27881,1013925,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,1LB,SEAFOOD
27891,1013999,1508,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,10 OZ,POULTRY
27909,1014123,2851,MEAT,National,BEEF,GRND/PATTY - BEEF, ,BOVINE
28001,1014906,3016,MEAT,National,PORK,RIBS - COUNTRY/WESTERN STYLE, ,PORK
28007,1014934,5271,MEAT-PCKGD,National,FROZEN MEAT,FROZEN MEAT,28 OZ,UNKNOWN
28023,1015067,2219,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,9.6 OZ,PORK
28045,1015245,2012,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,12 OZ,PORK
28063,1015443,4805,MEAT,National,SMOKED MEATS,MISCELLANEOUS, ,UNKNOWN
28072,1015532,274,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,21 OZ,SEAFOOD
